studentID,diemqt,assignmentID,problemID,is_final,status,pre_score,coefficient
0,7.5,185,224,0,0,0,3
0,7.5,185,224,0,0,0,3
0,7.5,185,224,1,1,10000,3
0,7.5,185,361,0,0,0,3
0,7.5,185,361,0,1,0,3
0,7.5,185,361,0,1,0,3
0,7.5,185,361,0,0,0,3
0,7.5,185,361,0,1,0,3
0,7.5,185,361,0,1,9000,3
0,7.5,185,229,0,0,0,3
0,7.5,185,229,0,0,0,3
0,7.5,185,229,0,1,5833,3
0,7.5,185,229,1,1,10000,3
0,7.5,185,278,0,0,0,3
0,7.5,185,278,0,0,0,3
0,7.5,185,278,0,0,0,3
0,7.5,185,278,1,1,10000,3
0,7.5,185,78,1,1,10000,3
0,7.5,185,361,0,1,0,3
0,7.5,185,361,1,1,10000,3
0,7.5,185,32,1,1,10000,3
0,7.5,12,83,0,1,4000,3
0,7.5,12,83,1,1,10000,3
0,7.5,12,355,1,1,10000,3
0,7.5,12,270,1,1,10000,3
0,7.5,12,321,1,1,10000,3
0,7.5,12,85,1,1,10000,3
0,7.5,12,348,0,1,9000,3
0,7.5,12,268,1,1,10000,3
0,7.5,12,348,1,1,10000,3
0,7.5,12,351,1,1,10000,3
0,7.5,129,254,0,1,7000,3
0,7.5,129,254,0,0,0,3
0,7.5,129,254,0,1,7000,3
0,7.5,129,254,1,1,10000,3
0,7.5,129,196,0,0,0,3
0,7.5,129,196,0,0,0,3
0,7.5,129,196,0,0,0,3
0,7.5,129,196,0,0,0,3
0,7.5,129,196,0,1,5000,3
0,7.5,129,196,0,1,8000,3
0,7.5,129,196,1,1,10000,3
0,7.5,129,410,0,1,5625,3
0,7.5,129,410,1,1,10000,3
0,7.5,129,102,1,1,10000,3
0,7.5,184,202,1,1,10000,3
0,7.5,184,261,0,1,4285,3
0,7.5,184,261,1,1,10000,3
0,7.5,184,285,0,1,6857,3
0,7.5,184,285,1,1,10000,3
0,7.5,184,410,0,1,0,3
0,7.5,184,410,0,1,9375,3
0,7.5,184,410,1,1,10000,3
0,7.5,184,104,1,1,10000,3
0,7.5,184,261,0,1,10000,3
0,7.5,184,202,0,1,4615,3
0,7.5,184,202,0,1,10000,3
0,7.5,184,285,0,1,10000,3
0,7.5,184,410,0,1,9375,3
0,7.5,184,410,0,1,9375,3
0,7.5,184,410,0,1,5625,3
0,7.5,184,410,0,1,4375,3
0,7.5,184,410,0,1,9375,3
0,7.5,184,410,0,1,10000,3
0,7.5,184,104,0,1,10000,3
0,7.5,184,122,0,0,0,3
0,7.5,184,122,0,1,6071,3
0,7.5,184,122,0,1,10000,3
0,7.5,184,122,0,1,8214,3
0,7.5,184,122,0,1,9642,3
0,7.5,184,122,0,1,10000,3
1,7.0,172,188,0,0,0,3
1,7.0,172,188,0,0,0,3
1,7.0,172,188,0,0,0,3
1,7.0,172,188,0,0,0,3
1,7.0,172,188,1,1,10000,3
1,7.0,172,350,0,1,0,3
1,7.0,172,350,1,1,10000,3
1,7.0,172,219,0,0,0,3
1,7.0,172,219,1,1,10000,3
1,7.0,172,307,0,1,0,3
1,7.0,172,307,0,0,0,3
1,7.0,172,307,0,0,0,3
1,7.0,172,307,0,0,0,3
1,7.0,172,307,0,0,0,3
1,7.0,172,307,0,0,0,3
1,7.0,172,307,0,0,0,3
1,7.0,172,307,0,0,0,3
1,7.0,172,307,1,1,10000,3
1,7.0,5,172,0,1,9000,3
1,7.0,5,172,0,1,9000,3
1,7.0,5,172,0,1,7000,3
1,7.0,5,172,0,1,9000,3
1,7.0,5,172,0,1,9000,3
1,7.0,5,172,0,1,9000,3
1,7.0,5,172,1,1,10000,3
1,7.0,5,29,1,1,10000,3
1,7.0,5,10,1,1,10000,3
1,7.0,172,192,1,1,10000,3
1,7.0,172,125,1,1,10000,3
1,7.0,172,73,0,1,8000,3
1,7.0,172,73,0,1,8000,3
1,7.0,172,73,0,1,8000,3
1,7.0,172,73,1,1,10000,3
1,7.0,172,374,1,1,10000,3
1,7.0,172,67,0,1,8000,3
1,7.0,172,67,0,1,8000,3
1,7.0,172,67,0,1,8000,3
1,7.0,172,67,0,1,8000,3
1,7.0,172,67,0,1,8000,3
1,7.0,172,259,0,0,0,3
1,7.0,172,259,1,1,10000,3
1,7.0,5,216,0,1,5000,3
1,7.0,5,216,0,1,5000,3
1,7.0,5,216,1,1,10000,3
1,7.0,5,47,0,1,0,3
1,7.0,5,47,0,1,0,3
1,7.0,5,47,0,1,0,3
1,7.0,5,47,0,1,6000,3
1,7.0,5,47,0,1,6000,3
1,7.0,5,47,0,1,0,3
1,7.0,5,47,1,1,10000,3
1,7.0,5,421,0,1,3000,3
1,7.0,5,421,0,1,0,3
1,7.0,5,421,1,1,10000,3
1,7.0,5,341,1,1,10000,3
1,7.0,5,416,0,0,0,3
1,7.0,5,416,0,1,7272,3
1,7.0,5,416,0,1,7272,3
1,7.0,5,416,0,0,0,3
1,7.0,5,416,0,1,7272,3
1,7.0,5,416,1,1,10000,3
1,7.0,5,55,0,0,0,3
1,7.0,5,55,0,1,4000,3
1,7.0,5,55,0,1,9000,3
1,7.0,5,55,0,1,9000,3
1,7.0,5,55,1,1,10000,3
1,7.0,172,67,0,1,8000,3
1,7.0,172,67,1,1,10000,3
1,7.0,145,346,1,1,10000,3
1,7.0,145,33,0,1,9444,3
1,7.0,145,33,0,1,9444,3
1,7.0,145,33,0,1,9444,3
1,7.0,145,33,1,1,10000,3
1,7.0,145,232,0,1,0,3
1,7.0,145,232,0,0,0,3
1,7.0,145,232,1,1,10000,3
1,7.0,145,30,0,0,0,3
1,7.0,145,30,0,0,0,3
1,7.0,145,30,0,1,1000,3
1,7.0,145,30,0,1,1000,3
1,7.0,145,30,1,1,10000,3
1,7.0,145,382,1,1,7000,3
1,7.0,116,371,1,1,10000,3
1,7.0,116,209,1,1,10000,3
1,7.0,116,83,0,1,6000,3
1,7.0,116,83,1,1,10000,3
1,7.0,116,355,1,1,10000,3
1,7.0,116,270,1,1,10000,3
1,7.0,116,321,1,1,10000,3
1,7.0,116,85,0,1,2000,3
1,7.0,116,85,0,1,8000,3
1,7.0,116,85,0,1,9000,3
1,7.0,116,85,0,1,2000,3
1,7.0,116,85,0,1,9000,3
1,7.0,116,85,0,1,9000,3
1,7.0,116,85,1,1,10000,3
1,7.0,116,348,1,1,10000,3
1,7.0,116,351,1,1,10000,3
1,7.0,116,268,1,1,0,3
1,7.0,63,381,1,1,9166,3
1,7.0,63,381,0,1,9166,3
1,7.0,63,381,0,0,0,3
1,7.0,63,381,0,0,0,3
1,7.0,63,381,0,1,9166,3
1,7.0,63,153,0,0,0,3
1,7.0,63,153,1,1,7333,3
1,7.0,63,153,0,1,7333,3
1,7.0,63,136,1,0,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,268,0,1,0,3
1,7.0,116,361,0,1,0,3
1,7.0,116,361,1,1,10000,3
1,7.0,116,32,1,1,10000,3
1,7.0,116,278,1,1,10000,3
1,7.0,116,111,1,1,10000,3
1,7.0,95,277,0,0,0,3
1,7.0,95,277,0,1,0,3
1,7.0,95,277,1,1,10000,3
1,7.0,95,26,1,1,10000,3
1,7.0,95,45,1,1,10000,3
1,7.0,95,64,0,1,5000,3
1,7.0,95,64,1,1,10000,3
1,7.0,95,57,0,0,0,3
1,7.0,95,57,1,1,10000,3
1,7.0,95,190,0,1,0,3
1,7.0,95,190,1,1,10000,3
1,7.0,95,262,1,1,10000,3
1,7.0,95,195,1,1,10000,3
1,7.0,95,142,1,1,10000,3
1,7.0,95,179,0,1,0,3
1,7.0,95,179,0,1,0,3
1,7.0,95,179,0,1,0,3
1,7.0,95,179,1,1,10000,3
1,7.0,95,418,0,0,0,3
1,7.0,95,418,0,0,0,3
1,7.0,95,418,0,0,0,3
1,7.0,95,418,0,0,0,3
1,7.0,95,418,0,1,5000,3
1,7.0,95,418,0,1,5000,3
1,7.0,95,418,0,1,5000,3
1,7.0,95,418,0,1,5000,3
1,7.0,99,275,0,1,0,3
1,7.0,99,275,0,1,4000,3
1,7.0,99,275,0,1,6000,3
1,7.0,99,274,0,1,6000,3
1,7.0,99,275,1,1,10000,3
1,7.0,99,274,0,0,0,3
1,7.0,99,274,0,0,0,3
1,7.0,99,274,0,1,6000,3
1,7.0,99,207,1,1,10000,3
1,7.0,99,274,0,1,6000,3
1,7.0,99,274,1,1,10000,3
1,7.0,99,372,0,1,8000,3
1,7.0,99,372,1,1,10000,3
1,7.0,95,418,0,1,5000,3
1,7.0,95,418,0,1,5000,3
1,7.0,95,418,0,0,0,3
1,7.0,95,418,0,1,0,3
1,7.0,95,418,0,1,5000,3
1,7.0,95,418,0,1,5000,3
1,7.0,95,418,0,0,0,3
1,7.0,95,418,0,1,10000,3
1,7.0,95,418,0,1,10000,3
1,7.0,95,418,0,0,0,3
1,7.0,95,418,1,1,10000,3
1,7.0,95,11,0,0,0,3
1,7.0,95,11,1,1,9000,3
1,7.0,145,382,0,1,7000,3
1,7.0,5,203,0,0,0,3
1,7.0,5,203,0,1,2500,3
1,7.0,5,203,0,0,0,3
1,7.0,5,203,1,1,10000,3
1,7.0,5,203,0,0,0,3
1,7.0,5,203,0,1,1000,3
1,7.0,5,203,0,1,2500,3
1,7.0,145,430,1,1,10000,3
1,7.0,145,382,0,1,7000,3
1,7.0,145,0,0,1,0,3
1,7.0,145,0,0,1,0,3
1,7.0,145,0,1,1,10000,3
1,7.0,145,118,1,1,10000,3
1,7.0,145,290,1,1,10000,3
1,7.0,145,214,0,1,0,3
1,7.0,145,214,1,1,10000,3
1,7.0,152,193,0,0,0,3
1,7.0,152,193,0,0,0,3
1,7.0,152,193,0,1,5454,3
1,7.0,152,193,0,0,0,3
1,7.0,152,193,0,1,6363,3
1,7.0,152,193,0,0,0,3
1,7.0,152,186,0,0,0,3
1,7.0,152,186,0,0,0,3
1,7.0,152,186,0,1,5833,3
1,7.0,152,186,0,1,833,3
1,7.0,152,186,0,1,7500,3
1,7.0,152,186,1,1,10000,3
1,7.0,152,193,0,1,10000,3
1,7.0,152,206,0,1,10000,3
1,7.0,152,344,0,1,10000,3
1,7.0,152,14,0,1,10000,3
1,7.0,152,152,0,1,10000,3
1,7.0,152,221,0,1,10000,3
1,7.0,152,366,0,1,10000,3
1,7.0,152,194,0,1,10000,3
1,7.0,152,193,1,1,10000,3
1,7.0,152,206,0,1,8333,3
1,7.0,152,206,0,1,8333,3
1,7.0,152,206,0,1,8333,3
1,7.0,152,206,1,1,10000,3
1,7.0,152,14,1,1,10000,3
1,7.0,152,152,1,1,10000,3
1,7.0,152,344,1,1,10000,3
1,7.0,152,221,1,1,10000,3
1,7.0,152,366,1,1,10000,3
1,7.0,152,194,1,1,10000,3
1,7.0,152,87,0,0,0,3
1,7.0,152,87,0,0,0,3
1,7.0,152,87,1,1,10000,3
1,7.0,176,285,0,1,2857,3
1,7.0,176,285,0,0,0,3
1,7.0,176,285,0,1,6857,3
1,7.0,176,285,0,1,6857,3
1,7.0,176,285,0,1,6857,3
1,7.0,176,285,0,1,6857,3
1,7.0,176,285,1,1,10000,3
1,7.0,176,285,0,1,10000,3
1,7.0,176,261,0,0,0,3
1,7.0,176,261,0,1,2142,3
1,7.0,176,261,1,1,10000,3
1,7.0,176,104,0,1,1538,3
1,7.0,176,104,0,1,3076,3
1,7.0,176,104,0,1,0,3
1,7.0,176,104,0,1,5384,3
1,7.0,176,104,0,1,5384,3
1,7.0,176,410,0,0,0,3
1,7.0,176,410,0,1,625,3
1,7.0,176,410,0,1,7500,3
1,7.0,176,410,0,1,8125,3
1,7.0,176,410,1,1,10000,3
1,7.0,176,202,0,0,0,3
1,7.0,176,202,0,1,3461,3
1,7.0,176,202,0,1,3846,3
1,7.0,176,202,0,1,5000,3
1,7.0,176,202,1,1,10000,3
1,7.0,176,104,0,1,10000,3
1,7.0,176,104,0,1,10000,3
1,7.0,176,104,1,1,10000,3
1,7.0,176,410,0,1,8125,3
1,7.0,176,410,0,1,8750,3
2,9.0,33,307,1,1,10000,3
2,9.0,33,192,1,1,10000,3
2,9.0,33,358,1,1,10000,3
2,9.0,32,257,1,1,10000,3
2,9.0,32,37,1,1,2000,3
2,9.0,32,109,1,1,7500,3
2,9.0,31,257,1,1,10000,3
2,9.0,31,308,0,1,9000,3
2,9.0,31,252,1,1,10000,3
2,9.0,31,314,0,1,4285,3
2,9.0,31,314,0,1,952,3
2,9.0,31,314,0,1,5238,3
2,9.0,31,314,0,1,5238,3
2,9.0,31,314,0,1,5714,3
2,9.0,31,314,0,1,8095,3
2,9.0,31,314,0,1,5714,3
2,9.0,31,314,0,1,8571,3
2,9.0,31,314,0,1,4761,3
2,9.0,31,314,0,0,0,3
2,9.0,31,314,0,1,5714,3
2,9.0,31,314,0,1,8571,3
2,9.0,31,314,0,1,1904,3
2,9.0,31,314,0,1,9047,3
2,9.0,32,314,1,1,5714,3
2,9.0,32,314,0,1,1904,3
2,9.0,31,314,0,1,8095,3
2,9.0,31,314,0,1,8095,3
2,9.0,31,314,0,1,9047,3
2,9.0,31,314,0,1,9523,3
2,9.0,31,314,0,1,9523,3
2,9.0,31,314,0,1,9523,3
2,9.0,31,314,0,1,9523,3
2,9.0,31,308,0,1,9000,3
2,9.0,31,308,0,1,9000,3
2,9.0,31,308,0,1,8000,3
2,9.0,31,308,0,1,2000,3
2,9.0,31,308,1,1,10000,3
2,9.0,31,89,1,1,10000,3
2,9.0,31,216,1,1,10000,3
2,9.0,31,314,0,1,9523,3
2,9.0,31,47,1,1,10000,3
2,9.0,31,341,1,1,10000,3
2,9.0,31,416,0,1,7272,3
2,9.0,31,416,0,1,9090,3
2,9.0,31,416,0,1,9090,3
2,9.0,31,416,0,1,9090,3
2,9.0,31,416,0,1,9090,3
2,9.0,31,416,0,1,9090,3
2,9.0,31,416,1,1,10000,3
2,9.0,31,55,0,0,0,3
2,9.0,31,55,1,1,10000,3
2,9.0,31,314,0,1,9523,3
2,9.0,31,314,0,1,9523,3
2,9.0,31,314,1,1,10000,3
2,9.0,32,215,0,1,1500,3
2,9.0,32,215,0,1,1500,3
2,9.0,32,215,0,1,1000,3
2,9.0,32,215,0,1,1500,3
2,9.0,32,215,0,1,1500,3
2,9.0,32,215,0,1,1500,3
2,9.0,32,215,0,1,0,3
2,9.0,32,215,0,1,1500,3
2,9.0,32,215,0,1,1500,3
2,9.0,32,215,0,1,1000,3
2,9.0,32,215,0,1,1500,3
2,9.0,32,215,0,1,0,3
2,9.0,32,215,0,1,500,3
2,9.0,32,428,0,1,2000,3
2,9.0,32,428,1,1,7000,3
2,9.0,32,428,0,1,7000,3
2,9.0,32,428,0,1,0,3
2,9.0,32,428,0,1,0,3
2,9.0,32,428,0,1,0,3
2,9.0,32,428,0,1,0,3
2,9.0,32,428,0,1,7000,3
2,9.0,32,38,1,1,10000,3
2,9.0,32,239,1,1,10000,3
2,9.0,32,335,0,0,0,3
2,9.0,32,335,1,1,8000,3
2,9.0,32,335,0,0,0,3
2,9.0,32,335,0,1,8000,3
2,9.0,32,335,0,1,8000,3
2,9.0,32,335,0,1,7000,3
2,9.0,32,335,0,1,8000,3
2,9.0,32,335,0,0,0,3
2,9.0,32,335,0,1,8000,3
2,9.0,32,335,0,1,0,3
2,9.0,32,335,0,0,0,3
2,9.0,32,335,0,1,0,3
2,9.0,32,335,0,1,7000,3
2,9.0,32,335,0,1,7000,3
2,9.0,32,335,0,1,0,3
2,9.0,32,335,0,1,8000,3
2,9.0,32,86,1,1,10000,3
2,9.0,32,189,1,1,10000,3
2,9.0,32,276,1,1,10000,3
2,9.0,32,235,1,1,9000,3
2,9.0,32,265,1,1,10000,3
2,9.0,32,177,0,1,9166,3
2,9.0,32,177,1,1,10000,3
2,9.0,32,187,1,1,10000,3
2,9.0,32,99,1,1,10000,3
2,9.0,32,127,0,1,6363,3
2,9.0,32,127,1,1,10000,3
2,9.0,32,126,0,1,8125,3
2,9.0,32,126,0,1,8125,3
2,9.0,32,126,0,1,8125,3
2,9.0,32,126,0,1,0,3
2,9.0,32,126,1,1,10000,3
2,9.0,32,9,0,1,400,3
2,9.0,32,9,0,1,400,3
2,9.0,32,9,1,1,10000,3
2,9.0,23,214,0,1,0,3
2,9.0,23,33,1,1,10000,3
2,9.0,23,290,0,1,4285,3
2,9.0,23,30,1,1,10000,3
2,9.0,23,290,1,1,10000,3
2,9.0,23,118,1,1,10000,3
2,9.0,23,232,0,1,0,3
2,9.0,23,232,0,1,0,3
2,9.0,23,346,1,1,10000,3
2,9.0,23,232,1,1,10000,3
2,9.0,23,214,1,1,10000,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,1,8333,3
2,9.0,23,0,0,0,0,3
2,9.0,23,0,1,1,10000,3
2,9.0,23,430,0,1,2222,3
2,9.0,23,430,1,1,10000,3
2,9.0,23,382,1,1,10000,3
2,9.0,117,230,0,0,0,3
2,9.0,117,129,0,1,1666,3
2,9.0,117,230,0,0,0,3
2,9.0,117,230,0,0,0,3
2,9.0,117,230,0,0,0,3
2,9.0,117,230,0,0,0,3
2,9.0,117,230,0,0,0,3
2,9.0,117,230,0,0,0,3
2,9.0,117,230,0,0,0,3
2,9.0,117,230,0,1,0,3
2,9.0,117,230,0,1,0,3
2,9.0,117,230,0,1,0,3
2,9.0,117,230,1,1,10000,3
2,9.0,117,129,1,1,10000,3
2,9.0,117,389,0,0,0,3
2,9.0,117,389,1,1,10000,3
2,9.0,117,429,0,1,9000,3
2,9.0,117,429,1,1,10000,3
2,9.0,117,361,0,1,7000,3
2,9.0,117,361,0,1,7000,3
2,9.0,117,361,0,1,6000,3
2,9.0,117,361,0,1,7000,3
2,9.0,117,361,1,1,10000,3
2,9.0,117,32,1,1,10000,3
2,9.0,117,278,1,1,10000,3
2,9.0,117,229,1,1,10000,3
2,9.0,117,224,1,1,10000,3
2,9.0,117,78,1,1,10000,3
2,9.0,117,75,0,0,0,3
2,9.0,117,75,0,1,0,3
2,9.0,117,75,0,1,0,3
2,9.0,117,75,0,1,0,3
2,9.0,117,75,0,1,0,3
2,9.0,117,75,0,1,0,3
2,9.0,117,75,1,1,10000,3
2,9.0,117,258,0,0,0,3
2,9.0,117,258,0,0,0,3
2,9.0,117,258,0,1,3000,3
2,9.0,117,258,1,1,10000,3
2,9.0,117,371,1,1,10000,3
2,9.0,117,209,1,1,10000,3
2,9.0,34,83,1,1,10000,3
2,9.0,34,355,0,1,7000,3
2,9.0,34,355,1,1,10000,3
2,9.0,34,321,1,1,10000,3
2,9.0,34,270,1,1,10000,3
2,9.0,34,85,1,1,10000,3
2,9.0,34,348,1,1,10000,3
2,9.0,34,268,1,1,10000,3
2,9.0,34,351,1,1,10000,3
2,9.0,159,285,1,0,0,3
2,9.0,159,261,1,1,10000,3
2,9.0,32,52,0,1,300,3
2,9.0,32,215,0,1,0,3
2,9.0,32,215,0,1,0,3
2,9.0,32,215,1,1,0,3
3,10.0,164,307,1,1,10000,3
3,10.0,164,192,0,1,0,3
3,10.0,164,192,1,1,10000,3
3,10.0,164,232,1,1,10000,3
3,10.0,164,33,1,1,10000,3
3,10.0,164,230,0,0,0,3
3,10.0,164,230,0,0,0,3
3,10.0,164,230,0,0,0,3
3,10.0,164,230,0,0,0,3
3,10.0,164,374,1,1,10000,3
3,10.0,164,230,1,1,10000,3
3,10.0,164,382,0,1,0,3
3,10.0,164,83,1,1,10000,3
3,10.0,164,118,1,1,10000,3
3,10.0,164,277,1,1,10000,3
3,10.0,164,382,1,1,7000,3
3,10.0,164,341,0,1,9230,3
3,10.0,164,321,0,1,0,3
3,10.0,164,321,0,1,0,3
3,10.0,164,341,0,1,9230,3
3,10.0,164,341,0,1,5384,3
3,10.0,164,341,1,1,10000,3
3,10.0,164,321,0,0,0,3
3,10.0,164,321,1,1,10000,3
3,10.0,164,26,1,1,10000,3
3,10.0,164,57,1,1,10000,3
3,10.0,164,382,0,1,7000,3
3,10.0,164,382,0,1,0,3
3,10.0,161,355,1,1,10000,3
3,10.0,161,351,1,1,10000,3
3,10.0,161,268,1,1,10000,3
3,10.0,161,348,0,1,9000,3
3,10.0,161,321,1,1,10000,3
3,10.0,161,371,1,1,10000,3
3,10.0,161,270,1,1,10000,3
3,10.0,161,83,1,1,10000,3
3,10.0,161,348,0,1,9000,3
3,10.0,161,348,1,1,10000,3
3,10.0,109,277,1,1,10000,3
3,10.0,109,45,1,1,10000,3
3,10.0,109,64,1,1,10000,3
3,10.0,109,57,1,1,10000,3
3,10.0,109,190,1,1,10000,3
3,10.0,109,195,1,1,10000,3
3,10.0,109,142,1,1,10000,3
3,10.0,109,179,1,1,10000,3
3,10.0,161,209,1,1,10000,3
3,10.0,161,85,1,1,10000,3
3,10.0,109,26,1,1,10000,3
3,10.0,109,262,1,1,10000,3
3,10.0,194,33,1,1,10000,3
3,10.0,194,33,0,1,10000,3
3,10.0,194,321,1,1,10000,3
3,10.0,194,75,0,0,0,3
3,10.0,194,75,0,1,1000,3
3,10.0,194,45,1,1,10000,3
3,10.0,194,142,1,1,10000,3
3,10.0,194,190,1,1,10000,3
3,10.0,194,277,1,1,10000,3
3,10.0,194,83,0,1,0,3
3,10.0,194,83,1,1,10000,3
3,10.0,194,424,1,1,10000,3
3,10.0,194,274,0,1,0,3
3,10.0,194,274,1,1,10000,3
3,10.0,194,207,1,1,10000,3
3,10.0,194,75,0,0,0,3
3,10.0,194,230,1,1,10000,3
3,10.0,194,55,0,1,9000,3
3,10.0,194,235,0,0,0,3
3,10.0,194,235,1,1,10000,3
3,10.0,194,73,0,1,0,3
3,10.0,194,73,0,1,0,3
3,10.0,194,73,1,1,10000,3
3,10.0,194,344,1,1,10000,3
3,10.0,194,75,0,0,0,3
3,10.0,194,75,0,0,0,3
3,10.0,194,75,0,0,0,3
3,10.0,194,372,1,1,10000,3
3,10.0,194,421,1,1,10000,3
3,10.0,194,75,0,1,1000,3
3,10.0,194,152,1,1,10000,3
3,10.0,194,75,0,1,1000,3
3,10.0,194,55,1,1,10000,3
3,10.0,194,118,1,1,10000,3
3,10.0,194,260,1,1,10000,3
3,10.0,194,314,1,1,4285,3
3,10.0,194,75,1,1,10000,3
3,10.0,3,391,1,1,10000,3
3,10.0,127,285,1,1,2857,0
3,10.0,127,285,0,1,2857,0
3,10.0,127,7,1,1,250,0
3,10.0,11,261,1,1,10000,3
3,10.0,11,202,1,1,3461,3
3,10.0,11,291,0,0,0,3
3,10.0,11,291,1,1,2631,3
3,10.0,11,291,0,1,2631,3
3,10.0,81,104,1,1,10000,3
3,10.0,81,410,1,1,10000,3
3,10.0,81,386,0,1,1666,3
3,10.0,81,386,0,1,2666,3
3,10.0,81,386,1,1,3000,3
3,10.0,81,69,1,1,2142,3
3,10.0,11,202,0,1,3461,3
3,10.0,11,202,0,0,0,3
3,10.0,11,202,0,1,384,3
3,10.0,11,202,0,1,0,3
3,10.0,11,291,0,1,2631,3
4,9.0,5,172,0,0,0,3
4,9.0,5,172,0,0,0,3
4,9.0,5,172,0,1,0,3
4,9.0,145,346,0,1,0,3
4,9.0,145,346,0,1,0,3
4,9.0,145,346,0,1,9000,3
4,9.0,5,172,0,1,9000,3
4,9.0,5,172,0,1,9000,3
4,9.0,172,188,0,1,0,3
4,9.0,172,188,1,1,10000,3
4,9.0,172,350,0,1,0,3
4,9.0,172,350,1,1,10000,3
4,9.0,172,219,0,0,0,3
4,9.0,172,219,0,0,0,3
4,9.0,172,219,0,0,0,3
4,9.0,172,219,1,1,10000,3
4,9.0,172,307,0,0,0,3
4,9.0,172,307,0,0,0,3
4,9.0,172,307,0,1,0,3
4,9.0,172,307,1,1,10000,3
4,9.0,172,192,0,1,0,3
4,9.0,172,192,0,1,0,3
4,9.0,172,192,0,1,0,3
4,9.0,172,192,0,1,0,3
4,9.0,172,192,0,1,6000,3
4,9.0,172,192,0,1,6000,3
4,9.0,172,192,0,1,6000,3
4,9.0,172,192,0,1,6000,3
4,9.0,172,192,1,1,10000,3
4,9.0,116,371,0,1,4000,3
4,9.0,116,371,1,1,10000,3
4,9.0,116,247,0,1,8888,3
4,9.0,116,247,0,0,0,3
4,9.0,116,247,1,1,10000,3
4,9.0,116,258,1,1,10000,3
4,9.0,116,75,0,0,0,3
4,9.0,116,75,0,1,3000,3
