studentID,assignmentID,problemID,is_final,status,pre_score,coefficient
1,5,47,1,1,10000,3
1,5,421,0,1,3000,3
1,5,421,0,1,0,3
1,5,421,1,1,10000,3
1,5,341,1,1,10000,3
1,5,416,0,0,0,3
1,5,416,0,1,7272,3
1,5,416,1,1,10000,3
1,5,55,0,0,0,3
1,5,55,0,1,4000,3
1,5,55,0,1,9000,3
1,5,55,1,1,10000,3
1,172,67,1,1,10000,3
1,145,346,1,1,10000,3
1,145,33,0,1,9444,3
1,145,33,1,1,10000,3
1,145,232,0,1,0,3
1,145,232,0,0,0,3
1,145,232,1,1,10000,3
1,145,30,0,0,0,3
1,145,30,0,1,1000,3
1,145,30,1,1,10000,3
1,145,382,1,1,7000,3
1,116,371,1,1,10000,3
1,116,209,1,1,10000,3
1,116,83,0,1,6000,3
1,116,83,1,1,10000,3
1,116,355,1,1,10000,3
1,116,270,1,1,10000,3
1,116,321,1,1,10000,3
1,116,85,0,1,2000,3
1,116,85,0,1,8000,3
1,116,85,0,1,9000,3
1,116,85,1,1,10000,3
1,116,348,1,1,10000,3
1,116,351,1,1,10000,3
1,116,268,1,1,0,3
1,63,381,1,1,9166,3
1,63,381,0,1,9166,3
1,63,381,0,0,0,3
1,63,153,0,0,0,3
1,63,153,1,1,7333,3
1,63,153,0,1,7333,3
1,63,136,1,0,0,3
1,116,268,0,1,0,3
1,116,361,0,1,0,3
1,116,361,1,1,10000,3
1,116,32,1,1,10000,3
1,116,278,1,1,10000,3
1,116,111,1,1,10000,3
1,95,277,0,0,0,3
1,95,277,0,1,0,3
1,95,277,1,1,10000,3
1,95,26,1,1,10000,3
1,95,45,1,1,10000,3
1,95,64,0,1,5000,3
1,95,64,1,1,10000,3
1,95,57,0,0,0,3
1,95,57,1,1,10000,3
1,95,190,0,1,0,3
1,95,190,1,1,10000,3
1,95,262,1,1,10000,3
1,95,195,1,1,10000,3
1,95,142,1,1,10000,3
1,95,179,0,1,0,3
1,95,179,1,1,10000,3
1,95,418,0,0,0,3
1,95,418,0,1,5000,3
1,99,275,0,1,0,3
1,99,275,0,1,4000,3
1,99,275,0,1,6000,3
1,99,274,0,1,6000,3
1,99,275,1,1,10000,3
1,99,274,0,0,0,3
1,99,207,1,1,10000,3
1,99,274,1,1,10000,3
1,99,372,0,1,8000,3
1,99,372,1,1,10000,3
1,95,418,0,1,0,3
1,95,418,0,1,10000,3
1,95,418,1,1,10000,3
1,95,11,0,0,0,3
1,95,11,1,1,9000,3
1,145,382,0,1,7000,3
1,5,203,0,0,0,3
1,5,203,0,1,2500,3
1,5,203,1,1,10000,3
1,5,203,0,1,1000,3
1,145,430,1,1,10000,3
1,145,0,0,1,0,3
1,145,0,1,1,10000,3
1,145,118,1,1,10000,3
1,145,290,1,1,10000,3
1,145,214,0,1,0,3
1,145,214,1,1,10000,3
1,152,193,0,0,0,3
1,152,193,0,1,5454,3
1,152,193,0,1,6363,3
1,152,186,0,0,0,3
1,152,186,0,1,5833,3
1,152,186,0,1,833,3
1,152,186,0,1,7500,3
1,152,186,1,1,10000,3
1,152,193,0,1,10000,3
1,152,206,0,1,10000,3
1,152,344,0,1,10000,3
1,152,14,0,1,10000,3
1,152,152,0,1,10000,3
1,152,221,0,1,10000,3
1,152,366,0,1,10000,3
1,152,194,0,1,10000,3
1,152,193,1,1,10000,3
1,152,206,0,1,8333,3
1,152,206,1,1,10000,3
1,152,14,1,1,10000,3
1,152,152,1,1,10000,3
1,152,344,1,1,10000,3
1,152,221,1,1,10000,3
1,152,366,1,1,10000,3
1,152,194,1,1,10000,3
1,152,87,0,0,0,3
1,152,87,1,1,10000,3
1,176,285,0,1,2857,3
1,176,285,0,0,0,3
1,176,285,0,1,6857,3
1,176,285,1,1,10000,3
1,176,285,0,1,10000,3
1,176,261,0,0,0,3
1,176,261,0,1,2142,3
1,176,261,1,1,10000,3
1,176,104,0,1,1538,3
1,176,104,0,1,3076,3
1,176,104,0,1,0,3
1,176,104,0,1,5384,3
1,176,410,0,0,0,3
1,176,410,0,1,625,3
1,176,410,0,1,7500,3
1,176,410,0,1,8125,3
1,176,410,1,1,10000,3
1,176,202,0,0,0,3
1,176,202,0,1,3461,3
1,176,202,0,1,3846,3
1,176,202,0,1,5000,3
1,176,202,1,1,10000,3
1,176,104,0,1,10000,3
1,176,104,1,1,10000,3
1,176,410,0,1,8750,3
2,33,307,1,1,10000,3
2,33,192,1,1,10000,3
2,33,358,1,1,10000,3
2,32,257,1,1,10000,3
2,32,37,1,1,2000,3
2,32,109,1,1,7500,3
2,31,257,1,1,10000,3
2,31,308,0,1,9000,3
2,31,252,1,1,10000,3
2,31,314,0,1,4285,3
2,31,314,0,1,952,3
2,31,314,0,1,5238,3
2,31,314,0,1,5714,3
2,31,314,0,1,8095,3
2,31,314,0,1,8571,3
2,31,314,0,1,4761,3
2,31,314,0,0,0,3
2,31,314,0,1,1904,3
2,31,314,0,1,9047,3
2,32,314,1,1,5714,3
2,32,314,0,1,1904,3
2,31,314,0,1,9523,3
2,31,308,0,1,8000,3
2,31,308,0,1,2000,3
2,31,308,1,1,10000,3
2,31,89,1,1,10000,3
2,31,216,1,1,10000,3
2,31,47,1,1,10000,3
2,31,341,1,1,10000,3
2,31,416,0,1,7272,3
2,31,416,0,1,9090,3
2,31,416,1,1,10000,3
2,31,55,0,0,0,3
2,31,55,1,1,10000,3
2,31,314,1,1,10000,3
2,32,215,0,1,1500,3
2,32,215,0,1,1000,3
2,32,215,0,1,0,3
2,32,215,0,1,500,3
2,32,428,0,1,2000,3
2,32,428,1,1,7000,3
2,32,428,0,1,7000,3
2,32,428,0,1,0,3
2,32,38,1,1,10000,3
2,32,239,1,1,10000,3
2,32,335,0,0,0,3
2,32,335,1,1,8000,3
2,32,335,0,1,8000,3
2,32,335,0,1,7000,3
2,32,335,0,1,0,3
2,32,86,1,1,10000,3
2,32,189,1,1,10000,3
2,32,276,1,1,10000,3
2,32,235,1,1,9000,3
2,32,265,1,1,10000,3
2,32,177,0,1,9166,3
2,32,177,1,1,10000,3
2,32,187,1,1,10000,3
2,32,99,1,1,10000,3
2,32,127,0,1,6363,3
2,32,127,1,1,10000,3
2,32,126,0,1,8125,3
2,32,126,0,1,0,3
2,32,126,1,1,10000,3
2,32,9,0,1,400,3
2,32,9,1,1,10000,3
2,23,214,0,1,0,3
2,23,33,1,1,10000,3
2,23,290,0,1,4285,3
2,23,30,1,1,10000,3
2,23,290,1,1,10000,3
2,23,118,1,1,10000,3
2,23,232,0,1,0,3
2,23,346,1,1,10000,3
2,23,232,1,1,10000,3
2,23,214,1,1,10000,3
2,23,0,0,1,8333,3
2,23,0,0,0,0,3
2,23,0,1,1,10000,3
2,23,430,0,1,2222,3
2,23,430,1,1,10000,3
2,23,382,1,1,10000,3
2,117,230,0,0,0,3
2,117,129,0,1,1666,3
2,117,230,0,1,0,3
2,117,230,1,1,10000,3
2,117,129,1,1,10000,3
2,117,389,0,0,0,3
2,117,389,1,1,10000,3
2,117,429,0,1,9000,3
2,117,429,1,1,10000,3
2,117,361,0,1,7000,3
2,117,361,0,1,6000,3
2,117,361,1,1,10000,3
2,117,32,1,1,10000,3
2,117,278,1,1,10000,3
2,117,229,1,1,10000,3
2,117,224,1,1,10000,3
2,117,78,1,1,10000,3
2,117,75,0,0,0,3
2,117,75,0,1,0,3
2,117,75,1,1,10000,3
2,117,258,0,0,0,3
2,117,258,0,1,3000,3
2,117,258,1,1,10000,3
2,117,371,1,1,10000,3
2,117,209,1,1,10000,3
2,34,83,1,1,10000,3
2,34,355,0,1,7000,3
2,34,355,1,1,10000,3
2,34,321,1,1,10000,3
2,34,270,1,1,10000,3
2,34,85,1,1,10000,3
2,34,348,1,1,10000,3
2,34,268,1,1,10000,3
2,34,351,1,1,10000,3
2,159,285,1,0,0,3
2,159,261,1,1,10000,3
2,32,52,0,1,300,3
2,32,215,1,1,0,3
3,164,307,1,1,10000,3
3,164,192,0,1,0,3
3,164,192,1,1,10000,3
3,164,232,1,1,10000,3
3,164,33,1,1,10000,3
3,164,230,0,0,0,3
3,164,374,1,1,10000,3
3,164,230,1,1,10000,3
3,164,382,0,1,0,3
3,164,83,1,1,10000,3
3,164,118,1,1,10000,3
3,164,277,1,1,10000,3
3,164,382,1,1,7000,3
3,164,341,0,1,9230,3
3,164,321,0,1,0,3
3,164,341,0,1,5384,3
3,164,341,1,1,10000,3
3,164,321,0,0,0,3
3,164,321,1,1,10000,3
3,164,26,1,1,10000,3
3,164,57,1,1,10000,3
3,164,382,0,1,7000,3
3,161,355,1,1,10000,3
3,161,351,1,1,10000,3
3,161,268,1,1,10000,3
3,161,348,0,1,9000,3
3,161,321,1,1,10000,3
3,161,371,1,1,10000,3
3,161,270,1,1,10000,3
3,161,83,1,1,10000,3
3,161,348,1,1,10000,3
3,109,277,1,1,10000,3
3,109,45,1,1,10000,3
3,109,64,1,1,10000,3
3,109,57,1,1,10000,3
3,109,190,1,1,10000,3
3,109,195,1,1,10000,3
3,109,142,1,1,10000,3
3,109,179,1,1,10000,3
3,161,209,1,1,10000,3
3,161,85,1,1,10000,3
3,109,26,1,1,10000,3
3,109,262,1,1,10000,3
3,194,33,1,1,10000,3
3,194,33,0,1,10000,3
3,194,321,1,1,10000,3
3,194,75,0,0,0,3
3,194,75,0,1,1000,3
3,194,45,1,1,10000,3
3,194,142,1,1,10000,3
3,194,190,1,1,10000,3
3,194,277,1,1,10000,3
3,194,83,0,1,0,3
3,194,83,1,1,10000,3
3,194,424,1,1,10000,3
3,194,274,0,1,0,3
3,194,274,1,1,10000,3
3,194,207,1,1,10000,3
3,194,230,1,1,10000,3
3,194,55,0,1,9000,3
3,194,235,0,0,0,3
3,194,235,1,1,10000,3
3,194,73,0,1,0,3
3,194,73,1,1,10000,3
3,194,344,1,1,10000,3
3,194,372,1,1,10000,3
3,194,421,1,1,10000,3
3,194,152,1,1,10000,3
3,194,55,1,1,10000,3
3,194,118,1,1,10000,3
3,194,260,1,1,10000,3
3,194,314,1,1,4285,3
3,194,75,1,1,10000,3
3,3,391,1,1,10000,3
3,127,285,1,1,2857,0
3,127,285,0,1,2857,0
3,127,7,1,1,250,0
3,11,261,1,1,10000,3
3,11,202,1,1,3461,3
3,11,291,0,0,0,3
3,11,291,1,1,2631,3
3,11,291,0,1,2631,3
3,81,104,1,1,10000,3
3,81,410,1,1,10000,3
3,81,386,0,1,1666,3
3,81,386,0,1,2666,3
3,81,386,1,1,3000,3
3,81,69,1,1,2142,3
3,11,202,0,1,3461,3
3,11,202,0,0,0,3
3,11,202,0,1,384,3
3,11,202,0,1,0,3
4,5,172,0,0,0,3
4,5,172,0,1,0,3
4,145,346,0,1,0,3
4,145,346,0,1,9000,3
4,5,172,0,1,9000,3
4,172,188,0,1,0,3
4,172,188,1,1,10000,3
4,172,350,0,1,0,3
4,172,350,1,1,10000,3
4,172,219,0,0,0,3
4,172,219,1,1,10000,3
4,172,307,0,0,0,3
4,172,307,0,1,0,3
4,172,307,1,1,10000,3
4,172,192,0,1,0,3
4,172,192,0,1,6000,3
4,172,192,1,1,10000,3
4,116,371,0,1,4000,3
4,116,371,1,1,10000,3
4,116,247,0,1,8888,3
4,116,247,0,0,0,3
4,116,247,1,1,10000,3
4,116,258,1,1,10000,3
4,116,75,0,0,0,3
4,116,75,0,1,3000,3
4,116,75,0,1,9000,3
4,116,75,1,1,10000,3
4,172,125,0,1,0,3
4,172,125,1,1,10000,3
4,172,73,1,1,10000,3
4,172,374,1,1,10000,3
4,172,67,1,1,10000,3
4,172,259,1,1,10000,3
4,5,29,0,0,0,3
4,5,29,0,1,0,3
4,5,29,1,1,10000,3
4,5,10,1,1,10000,3
4,5,203,0,0,0,3
4,5,203,0,1,6000,3
4,5,203,1,1,10000,3
4,5,216,1,1,10000,3
4,5,47,0,1,1000,3
4,116,83,1,1,10000,3
4,116,355,1,1,10000,3
4,116,270,0,1,0,3
4,116,270,1,1,10000,3
4,116,321,0,1,0,3
4,116,321,1,1,10000,3
4,116,85,0,1,3000,3
4,116,348,1,1,10000,3
4,116,351,1,1,6000,3
4,116,268,1,1,10000,3
4,116,321,0,0,0,3
4,116,85,1,1,10000,3
4,116,78,0,0,0,3
4,116,78,1,1,10000,3
4,116,224,1,1,10000,3
4,116,111,0,0,0,3
4,116,111,1,1,10000,3
4,5,421,0,1,9000,3
4,5,421,1,1,10000,3
4,5,341,0,1,5384,3
4,5,341,0,1,9230,3
4,95,277,0,0,0,3
4,95,277,1,1,10000,3
4,95,45,0,0,0,3
4,95,45,1,1,10000,3
4,95,64,1,1,10000,3
4,95,57,1,1,10000,3
4,99,275,0,1,0,3
4,99,275,1,1,10000,3
4,99,274,1,1,0,3
4,99,274,0,1,0,3
4,99,207,1,1,0,3
4,95,190,0,1,4000,3
4,95,190,1,1,10000,3
4,95,262,1,1,10000,3
4,95,418,1,1,0,3
4,95,26,1,1,10000,3
4,95,195,0,1,8000,3
4,95,195,0,1,0,3
4,95,142,0,1,0,3
4,95,195,1,1,10000,3
4,95,142,1,1,10000,3
4,95,245,1,0,0,3
4,95,196,1,0,0,3
4,95,254,1,0,0,3
4,95,255,1,0,0,3
4,95,25,1,1,10000,3
4,95,315,1,0,0,3
4,95,418,0,0,0,3
4,95,347,1,0,0,3
4,95,179,1,1,10000,3
4,5,172,1,1,10000,3
4,5,47,1,1,10000,3
4,5,341,1,1,10000,3
4,5,416,1,1,10000,3
4,145,346,1,1,10000,3
4,145,33,1,1,10000,3
4,145,232,0,0,0,3
4,145,30,1,1,10000,3
4,145,382,1,1,10000,3
4,145,430,1,1,10000,3
4,145,0,1,1,10000,3
4,145,118,1,1,10000,3
4,145,290,0,1,0,3
4,145,214,1,1,10000,3
4,123,260,1,1,10000,3
4,123,108,1,1,10000,3
4,123,287,1,1,10000,3
4,123,429,1,1,10000,3
4,123,230,1,1,10000,3
4,123,389,1,1,10000,3
4,123,423,1,1,10000,3
4,123,424,1,1,10000,3
4,123,91,1,1,10000,3
4,123,129,1,1,10000,3
4,145,232,0,1,0,3
4,145,232,1,1,10000,3
4,145,290,1,1,10000,3
4,152,152,0,1,7000,3
4,152,193,0,0,0,3
4,152,186,1,1,10000,3
4,152,206,0,0,0,3
4,152,206,1,1,10000,3
4,152,14,0,1,9166,3
4,152,14,1,1,10000,3
4,152,152,0,1,0,3
4,152,152,1,1,10000,3
4,152,193,1,1,10000,3
4,152,87,1,1,10000,3
4,152,344,1,1,10000,3
4,152,221,1,1,10000,3
4,152,366,1,1,10000,3
4,152,194,1,1,10000,3
4,176,261,0,1,3571,3
4,176,261,0,0,0,3
4,176,261,0,1,2142,3
4,176,261,1,1,10000,3
4,176,285,1,1,0,3
4,176,104,1,1,10000,3
4,176,410,1,1,10000,3
4,176,202,1,1,10000,3
5,164,307,0,1,0,3
5,164,307,1,1,10000,3
5,164,192,0,1,0,3
5,164,192,1,1,10000,3
5,164,232,1,1,10000,3
5,164,33,0,1,3333,3
5,164,230,0,0,0,3
5,164,33,0,1,9444,3
5,164,33,0,1,0,3
5,164,374,1,1,10000,3
5,164,382,0,1,7000,3
5,164,382,1,1,10000,3
5,164,83,0,1,4000,3
5,164,83,0,1,10000,3
5,164,118,1,1,10000,3
5,164,277,1,1,10000,3
5,164,341,0,1,6923,3
5,164,341,1,1,10000,3
5,164,26,0,0,0,3
5,164,26,1,1,10000,3
5,164,57,0,1,0,3
5,164,57,0,1,2000,3
5,164,57,1,1,10000,3
5,164,33,1,1,10000,3
5,164,230,1,1,10000,3
5,164,83,1,1,10000,3
5,164,321,0,1,0,3
5,164,321,0,1,2000,3
5,164,321,1,1,10000,3
5,161,83,0,1,4000,3
5,161,83,1,1,10000,3
5,161,355,1,1,10000,3
5,161,209,0,0,0,3
5,161,209,1,1,10000,3
5,161,371,1,1,10000,3
5,161,268,1,1,10000,3
5,161,351,0,0,0,3
5,161,351,1,1,10000,3
5,161,348,1,1,10000,3
5,161,85,1,1,10000,3
5,161,321,1,1,10000,3
5,161,270,1,1,10000,3
5,109,277,0,1,1000,3
5,109,277,0,1,2000,3
5,109,277,1,1,10000,3
5,109,26,1,1,10000,3
5,109,45,0,0,0,3
5,109,45,0,1,6500,3
5,109,45,1,1,10000,3
5,109,64,0,1,1000,3
5,109,64,1,1,10000,3
5,109,57,0,1,0,3
5,109,57,0,0,0,3
5,109,57,1,1,10000,3
5,109,190,0,1,0,3
5,109,190,0,1,6000,3
5,109,190,1,1,10000,3
5,109,262,0,1,0,3
5,109,262,0,0,0,3
5,109,262,1,1,10000,3
5,109,262,0,1,10000,3
5,109,195,0,1,7000,3
5,109,195,0,0,0,3
5,109,195,0,1,0,3
5,109,195,0,1,9000,3
5,109,195,0,1,8000,3
5,109,195,1,1,10000,3
5,194,421,0,1,5000,3
5,194,421,0,1,7000,3
5,194,421,1,1,10000,3
5,194,55,0,1,0,3
5,194,55,1,1,10000,3
5,194,118,1,1,10000,3
5,194,33,0,1,5555,3
5,194,33,0,1,9444,3
5,194,33,1,1,10000,3
5,194,424,0,0,0,3
5,194,424,1,1,10000,3
5,194,230,0,0,0,3
5,194,230,0,1,0,3
5,194,230,1,1,10000,3
5,194,260,0,1,5000,3
5,194,260,0,1,1000,3
5,194,260,1,1,10000,3
5,194,321,0,1,0,3
5,194,321,1,1,10000,3
5,194,83,1,1,10000,3
5,194,142,1,1,10000,3
5,194,190,1,1,10000,3
5,194,45,1,1,10000,3
5,194,277,1,1,10000,3
5,194,372,0,1,0,3
5,109,179,1,1,10000,3
5,109,142,1,1,10000,3
5,3,391,0,1,0,3
5,3,391,1,1,10000,3
5,194,75,0,0,0,3
5,194,75,1,1,10000,3
5,194,152,0,0,0,3
5,194,418,0,0,0,3
5,194,418,0,1,0,3
5,194,372,1,1,10000,3
5,194,207,0,1,3000,3
5,194,207,1,1,10000,3
5,194,274,1,1,10000,3
5,194,152,1,1,10000,3
5,194,344,1,1,10000,3
5,194,344,0,1,10000,3
5,194,418,1,1,9000,3
5,32,309,1,0,0,3
5,32,309,0,0,0,3
5,32,342,0,1,0,3
5,32,342,1,1,3000,3
5,32,342,0,1,1000,3
5,81,104,1,1,10000,3
5,81,410,1,1,0,3
5,127,285,1,1,10000,0
6,162,188,0,0,0,3
6,162,188,1,1,10000,3
6,162,350,0,0,0,3
6,162,188,0,1,10000,3
6,162,188,0,1,0,3
6,162,350,0,1,2000,3
6,162,350,0,1,0,3
6,162,350,1,1,10000,3
6,162,307,0,0,0,3
6,162,219,0,0,0,3
6,162,219,1,1,10000,3
6,162,192,0,0,0,3
6,162,307,0,1,2000,3
6,162,307,1,1,10000,3
6,162,192,1,1,10000,3
6,162,335,0,0,0,3
6,162,335,1,1,10000,3
6,162,259,1,1,10000,3
6,162,374,1,1,10000,3
6,162,280,0,1,0,3
6,162,280,0,1,8000,3
6,162,280,1,1,10000,3
6,162,125,1,1,10000,3
6,68,172,0,1,2000,3
6,68,172,0,1,6000,3
6,68,172,1,1,10000,3
6,68,29,1,1,10000,3
6,68,216,1,1,10000,3
6,68,47,0,1,8000,3
6,68,341,0,1,0,3
6,68,341,1,1,10000,3
6,68,421,0,1,8000,3
6,68,55,0,1,7000,3
6,68,55,0,1,8000,3
6,68,55,0,1,9000,3
6,68,55,1,1,10000,3
6,68,47,0,0,0,3
6,68,47,1,1,10000,3
6,68,421,0,1,9000,3
6,68,421,1,1,10000,3
6,68,10,1,1,10000,3
6,68,416,0,1,8181,3
6,68,203,0,0,0,3
6,68,203,0,1,2500,3
6,68,416,1,1,10000,3
6,68,203,0,1,1000,3
6,68,47,0,1,3000,3
6,68,47,0,1,2000,3
6,68,47,0,1,1000,3
6,68,47,0,1,4000,3
6,68,47,0,1,10000,3
6,68,416,0,0,0,3
6,68,416,0,1,7272,3
6,68,416,0,1,10000,3
6,68,203,1,1,10000,3
6,187,346,1,1,10000,3
6,187,232,0,1,2000,3
6,187,33,0,1,9444,3
6,187,33,0,1,6111,3
6,187,33,1,1,10000,3
6,187,232,1,1,10000,3
6,187,30,1,1,10000,3
6,187,382,0,1,7000,3
6,153,260,0,1,5000,3
6,153,260,1,1,10000,3
6,187,430,0,1,1666,3
6,187,430,0,1,2222,3
6,187,430,0,1,2777,3
6,187,118,1,1,10000,3
6,187,290,1,1,10000,3
6,187,214,0,1,0,3
6,187,0,1,1,10000,3
6,153,108,0,0,0,3
6,153,108,1,1,10000,3
6,153,287,1,0,0,3
6,187,382,1,1,10000,3
6,187,430,1,1,10000,3
6,187,214,1,1,10000,3
6,187,214,0,1,10000,3
6,146,361,0,1,0,3
6,146,361,0,0,0,3
6,146,361,0,1,6000,3
6,146,32,0,0,0,3
6,146,32,1,1,8666,3
6,146,247,0,0,0,3
6,146,247,1,1,10000,3
6,146,75,0,0,0,3
6,146,75,1,1,10000,3
6,146,229,0,0,0,3
6,146,229,0,1,5833,3
6,146,229,0,1,6666,3
6,146,111,1,1,10000,3
6,146,224,0,1,1000,3
6,146,224,0,1,2000,3
6,146,78,1,1,10000,3
6,146,361,1,1,10000,3
6,146,361,0,1,10000,3
6,146,32,0,1,2666,3
6,146,32,0,1,6000,3
6,146,224,0,1,0,3
6,146,224,1,1,10000,3
6,146,229,0,1,7500,3
6,146,229,0,1,8333,3
6,146,229,0,1,833,3
6,146,229,0,1,2500,3
6,146,229,0,1,3333,3
6,146,229,1,1,10000,3
6,59,371,1,1,10000,3
6,59,83,0,1,3000,3
6,59,83,0,1,2000,3
6,59,83,1,1,10000,3
6,59,355,0,1,8000,3
6,59,355,1,1,10000,3
6,59,270,1,1,10000,3
6,59,321,1,1,8000,3
6,59,321,0,1,8000,3
6,59,348,1,1,5000,3
6,59,348,0,1,5000,3
6,59,85,1,1,10000,3
6,59,321,0,1,7000,3
6,59,351,0,1,1000,3
6,59,351,0,1,3000,3
6,59,351,0,1,5000,3
6,17,277,1,1,10000,3
6,17,45,0,1,9500,3
6,17,45,0,1,6500,3
6,17,45,1,1,10000,3
6,17,64,0,1,5000,3
6,17,64,1,1,10000,3
6,17,57,1,1,10000,3
6,17,190,1,1,10000,3
6,17,262,1,1,10000,3
6,17,142,0,1,0,3
6,17,142,0,0,0,3
6,17,142,0,1,4000,3
6,17,142,1,1,10000,3
6,17,195,0,1,7000,3
6,17,195,0,1,9000,3
6,17,179,0,1,0,3
6,17,179,0,0,0,3
6,17,26,0,0,0,3
6,17,26,1,1,10000,3
6,17,179,0,1,5000,3
6,17,179,0,1,8000,3
6,17,179,1,1,10000,3
6,21,418,0,1,5000,3
6,21,418,0,1,8000,3
6,21,418,0,0,0,3
6,21,418,1,1,10000,3
6,21,315,1,0,0,3
6,21,315,0,0,0,3
6,21,254,0,1,4000,3
6,21,255,1,0,0,3
6,17,195,0,1,5000,3
6,17,195,0,1,6000,3
6,17,195,1,1,10000,3
6,21,208,0,1,0,3
6,21,208,0,1,1000,3
6,21,208,0,1,3000,3
6,21,11,0,1,5000,3
6,21,11,0,1,0,3
6,21,208,0,0,0,3
6,21,196,0,0,0,3
6,21,196,0,1,5000,3
6,21,196,0,1,0,3
6,21,196,0,1,2000,3
6,21,196,0,1,7000,3
6,93,285,0,1,4571,3
6,93,285,0,1,0,3
6,93,285,0,1,6000,3
6,93,285,0,0,0,3
6,93,285,1,1,10000,3
6,93,285,0,1,10000,3
6,93,7,0,0,0,3
6,93,7,1,1,1250,3
6,65,275,0,1,1000,3
6,65,275,1,1,10000,3
6,65,274,1,1,10000,3
6,65,115,0,1,0,3
6,65,115,1,1,10000,3
6,65,207,1,1,10000,3
6,65,372,0,1,8000,3
6,65,372,1,1,10000,3
6,21,208,0,1,4000,3
6,21,208,1,1,10000,3
6,21,11,1,1,10000,3
6,93,7,0,1,0,3
6,93,7,0,1,1250,3
6,21,25,1,1,10000,3
6,21,102,1,1,2000,3
6,21,102,0,1,2000,3
6,21,102,0,0,0,3
6,21,254,1,1,10000,3
6,21,196,1,1,10000,3
6,21,77,0,1,9000,3
6,21,77,0,1,8000,3
6,21,77,0,1,3000,3
